English,French,Correct,Wrong,Attempts
ugly,vilain,0,0,0
Ukraine,Ukraine,0,0,0
Ukrainian,ukrainien,0,0,0
Ukrainian woman,Ukrainienne,0,0,0
ulcer,ulcère,0,0,0
ultimately,"finalement, enfin",0,0,0
ultimatum,ultimatum,0,0,0
ultrared,infrarouge,0,0,0
umbrageous,ombreux,0,0,0
umbrella,"parapluie, pébroc",0,0,0
umpire,arbitre,0,0,0
unable,"inapte, inhabile",0,0,0
unable to work,invalide,0,0,0
unanimity,unanimité,0,0,0
unanimous,unanime,0,0,0
unanimously,unanime,0,0,0
unavailable,épuisé,0,0,0
unawares,débotté,0,0,0
unbelievable,incroyable,0,0,0
unboundedly,illimité,0,0,0
uncertain,incertain,0,0,0
uncertainty,incertitude,0,0,0
unchristian,antichrétien,0,0,0
uncle,oncle,0,0,0
uncocked,décontractée,0,0,0
uncomfortable,inconfortable,0,0,0
unconscious,inconscient,0,0,0
unconsciousness,inconscience,0,0,0
unconstitutional,inconstitutionnel,0,0,0
uncouple,"dételer, détacher",0,0,0
uncover,"découvrir, dépouiller",0,0,0
unctious,onctueux,0,0,0
unctuous,crémeux,0,0,0
unctuously,onctueuxse,0,0,0
uncurable,irrémédiable,0,0,0
uncurbed,débridé,0,0,0
undate,ondé,0,0,0
undazzled,intact,0,0,0
undecent,licencieux,0,0,0
undecided,"indécis, vacillatoire",0,0,0
undecidedly,indécise,0,0,0
undecidedness,vacilliantation,0,0,0
undecisive,vacillatoire,0,0,0
undecisiveness,vacilliantation,0,0,0
undeck,dénicher,0,0,0
undefeated,invaincue,0,0,0
undefinably,indéfinissable,0,0,0
undeniable,indéniable,0,0,0
undenominational,"aconfessionnelle, aconfessionnel",0,0,0
under,"là dessous, sous, en privé",0,0,0
under age,mineur,0,0,0
under developed,passéiste,0,0,0
under it,là dessous,0,0,0
underage,mineur,0,0,0
underarm,avant bras,0,0,0
underclothes,vêtements de dessous,0,0,0
underclothing,vêtements de dessous,0,0,0
undercover,dérobée,0,0,0
underestimate,"minorer, sous−estimons, sous−estimez, sous−estimer",0,0,0
underestimated,"sous−estimées, sous−estimâmes, sous−estimé",0,0,0
underestimates,sous−estime,0,0,0
underestimating,sous−estimant,0,0,0
underestimation,minoration,0,0,0
underexpose,sous exposer,0,0,0
underfed,sous alimenté,0,0,0
undergo,subissent,0,0,0
undergoes,vécu,0,0,0
undergone,vécu,0,0,0
undergraduates,estudiantin,0,0,0
underground,"souterrain, métro",0,0,0
underground railway,métropolitain,0,0,0
undergrowth,broussailles,0,0,0
underhand,cachetteen,0,0,0
underhandedly,clandestine,0,0,0
underhandedness,duperie,0,0,0
underline,soulignement,0,0,0
underling,coolie,0,0,0
undermine,"saper, miner",0,0,0
underneath,"dessous, au dessous de",0,0,0
undernourished,sous alimenté,0,0,0
underpants,"culotte, caleçon",0,0,0
underpass,souterrain,0,0,0
underscore,soulignement,0,0,0
underseas,sous marine,0,0,0
undershirt,maillot de corps,0,0,0
underside,envers,0,0,0
underskirt,jupon,0,0,0
understand,"comprends, comprenons, comprennent, comprenez",0,0,0
understanding,"intelligence, comprenant, rapprochement",0,0,0
understands,comprend,0,0,0
understood,"comprîmes, comprirent, compries, comprit, comprise",0,0,0
undertake,"entreprenez, entreprenons, entreprennent",0,0,0
undertaken,"entrepris, entrepries",0,0,0
undertakes,entreprend,0,0,0
undertaking,entreprenant,0,0,0
undertook,"entreprit, entreprirent, entreprîmes",0,0,0
undertow,remous,0,0,0
underwear,lingerie,0,0,0
underworld,pègre,0,0,0
underwrite,souscrire,0,0,0
underwriter,assureur,0,0,0
undeserved,immérité,0,0,0
undeservedly,immérité,0,0,0
undesigning,candide,0,0,0
undid,"défîmes, défirent, défis, défit",0,0,0
undies,lingerie,0,0,0
undiscoverable,introuvable,0,0,0
undistinguishably,indistincte,0,0,0
undivided,"indivis, indivise",0,0,0
undo,"défaisons, défont, défais",0,0,0
undoable,soluble,0,0,0
undoing,défaisant,0,0,0
undone,"défaits, défaites, défait",0,0,0
undoubted,"incontesté, indubitable",0,0,0
undoubtful,"indubitable, sans aucun doute",0,0,0
undress,"déshabillent, déshabillons, déménager, déshabillez",0,0,0
undressed,"déshabillèrent, déshabillés, déshabillâmes",0,0,0
undresses,déshabille,0,0,0
undressing,déshabillant,0,0,0
undue,inexigible,0,0,0
undulated,ondulatoire,0,0,0
undulation,ondoiement,0,0,0
undying,immortel,0,0,0
unearned,immérité,0,0,0
unearth,déterrer,0,0,0
unearthly,inquiétant,0,0,0
unease,tumulte,0,0,0
unembarrassedly,éhontée,0,0,0
unemployable,inutilisable,0,0,0
unemployment,chômage,0,0,0
unemployment benefit,secours de chômage,0,0,0
unendurable,tannant,0,0,0
unendurably,puante,0,0,0
unengaged,inoccupé,0,0,0
unequal,disproportionné,0,0,0
unequally,inégale,0,0,0
unequivocal,univoque,0,0,0
unerasable,inextinguible,0,0,0
unestimable,inappréciable,0,0,0
uneven,inégal,0,0,0
unexcelled,souverain,0,0,0
unexpected,"imprévu, imprévu",0,0,0
unexpectedly,"débotté, inattendue",0,0,0
unexpectedness,soudaineté,0,0,0
unexplainable,indéfinissable,0,0,0
unexplicitly,indistincte,0,0,0
unfailing,correct,0,0,0
unfailingly,sûre,0,0,0
unfaithful,déloyal,0,0,0
unfaithfully,déloyale,0,0,0
unfaithfulness,infidélité,0,0,0
unfalteringly,intransigeante,0,0,0
unfamiliar,inhabituel,0,0,0
unfamiliarly,inhabituelle,0,0,0
unfashionable,démodé,0,0,0
unfashionably,démodée,0,0,0
unfasten,découdre,0,0,0
unfathomable,insondable,0,0,0
unfatiguing,infatigable,0,0,0
unfavorable,défavorable,0,0,0
unfavourable,défavorable,0,0,0
unfeasible,impraticable,0,0,0
unfeeling,insensible,0,0,0
unfeelingness,insensibilité,0,0,0
unfeminine,masculin,0,0,0
unfertile,inefficace,0,0,0
unfetter,libérer,0,0,0
unfinished,inachevé,0,0,0
unfit,"invalide, inapte",0,0,0
unfitness,inaptitude,0,0,0
unfitting,déplacé,0,0,0
unflagging,infatigable,0,0,0
unflappable,inébranlable,0,0,0
unflavored,insipide,0,0,0
unflinching,décidé,0,0,0
unforeseeable,imprévu,0,0,0
unforgettable,inoubliable,0,0,0
unforgivable,impardonnable,0,0,0
unforgivably,impardonnable,0,0,0
unforgiving,rancunier,0,0,0
unfortunately,"malheureusement, malheuresement",0,0,0
unfound,à plaisir,0,0,0
unfounded,à plaisir,0,0,0
unfrank,malhonnête,0,0,0
unfrequent,rare,0,0,0
unfriendly,déplaisant,0,0,0
unfruitful,ingrat,0,0,0
unfruitfulness,stérilité,0,0,0
ungentlemanly,choquant,0,0,0
ungiving,sans coeur,0,0,0
unglossed,épaté,0,0,0
ungovernably,effrénée,0,0,0
ungoverned,incontinent,0,0,0
ungracefully,pesante,0,0,0
ungraciousness,disgrâce,0,0,0
ungratefulness,ingratitude,0,0,0
unhalted,débridé,0,0,0
unhandily,malhabile,0,0,0
unhappier,infortuné,0,0,0
unhappily,malheuresement,0,0,0
unhappy,"malchanceux, peiné",0,0,0
unharbored,franchise,0,0,0
unharmfully,assurée,0,0,0
unhealthy,insalubre,0,0,0
unhesitatingly,immédiate,0,0,0
unhomogeneous,disproportionné,0,0,0
unhook,"décrochons, dégrafer, décrochez, décrochent",0,0,0
unhooked,"décrochés, décroché, décrochées, décrochée",0,0,0
unhooking,décrochant,0,0,0
unhooks,décroche,0,0,0
unhuman,dénaturé,0,0,0
unhumble,immodeste,0,0,0
unicellular,unicellulaire,0,0,0
unicorn,licorne,0,0,0
unidimensional,linéaire,0,0,0
unified,"unifia, unifièrent, unifiai, unifiâmes, unifiés",0,0,0
unifies,unifie,0,0,0
uniform,"unitaire, uniforme",0,0,0
uniformity,uniformité,0,0,0
uniformness,uniformité,0,0,0
unify,"unifions, unifiez, unifier, unifient",0,0,0
unifying,unifiant,0,0,0
unilateral,unilatéral,0,0,0
unilaterally,unilatérale,0,0,0
unimmunized,fragile,0,0,0
unimpressive,atone,0,0,0
uninhabitable,inhabitable,0,0,0
uninhabited,inhabité,0,0,0
unintelligible,inintelligible,0,0,0
uninterested,"désintéressé, désintéressée",0,0,0
uninterrupted,consistance,0,0,0
union,raccordement,0,0,0
unique,"un à un, unique, mirobolant",0,0,0
unisonous,concordant,0,0,0
unit,"engin, unité",0,0,0
unitary,unitaire,0,0,0
unite,"adjoignez, unir, englobons, adjoins, unifier, unis",0,0,0
united,"adjoignit, ligués, liguées, liguée, adjoignîmes",0,0,0
united nations,nations−unies,0,0,0
United States,etats unis,0,0,0
United States of America,Etats−Unis,0,0,0
unites,"unit, ligue, englobe",0,0,0
uniting,"adjoignant, liguant, unissant, englobant",0,0,0
unitize,unifier,0,0,0
unity,unité,0,0,0
univalent,univalent,0,0,0
universal,universel,0,0,0
universalize,généraliser,0,0,0
universe,univers,0,0,0
university,université,0,0,0
unjustifiably,illégitime,0,0,0
unkind,déplaisant,0,0,0
unkindly,sans coeur,0,0,0
unknowably,ignorante,0,0,0
unknowingly,inconsciente,0,0,0
unlabored,sans encombre,0,0,0
unlace,délacer,0,0,0
unlatch,déclencher,0,0,0
unlettered,inculte,0,0,0
unlifelike,bâtard,0,0,0
unlikely,improbable,0,0,0
unlimited,illimité,0,0,0
unlink,désaccoupler,0,0,0
unliteral,figuré,0,0,0
unlivable,inhabitable,0,0,0
unload,décharger,0,0,0
unloader,déchargeur,0,0,0
unloading,déchargement,0,0,0
unlock,serrer les rangs,0,0,0
unluckier,infortuné,0,0,0
unluckily,malheuresement,0,0,0
unlucky,"malchanceux, malheureuxse",0,0,0
unmake,résoudre,0,0,0
unmaking,résolutoire,0,0,0
unmanageable,incontrôlable,0,0,0
unmannerly,polisson,0,0,0
unmarried,célibataire,0,0,0
unmasculine,féminin,0,0,0
unmastered,incontinent,0,0,0
unmatched,sans pareille,0,0,0
unmentionable,inexprimable,0,0,0
unmerited,immérité,0,0,0
unmindful,inconsidéré,0,0,0
unmindfully,inconsidérée,0,0,0
unmistaken,assuré,0,0,0
unmodifiable,inaltérable,0,0,0
unmovable,immeuble,0,0,0
unmovably,dormante,0,0,0
unmoving,inerte,0,0,0
unnavigable,impraticable,0,0,0
unneighborly,déplaisant,0,0,0
unnerve,énerver,0,0,0
unnerving,énervant,0,0,0
unnoticeable,inaperçu,0,0,0
unnoticeably,inaperçue,0,0,0
unobservantly,inattentive,0,0,0
unobtainable,inaccessible,0,0,0
unoccupied,vacant,0,0,0
unofficial,officieux,0,0,0
unpack,dépaqueter,0,0,0
unpaired,impair,0,0,0
unpalatable,mauvais,0,0,0
unpalatably,fichue,0,0,0
unpassable,déplacé,0,0,0
unpeople,dépeupler,0,0,0
unperceived,inaperçu,0,0,0
unpick,débâtir,0,0,0
unpitying,impitoyable,0,0,0
unpleasantness,contrariété,0,0,0
unpolished,"rustaud, rustaude",0,0,0
unpolitical,apolitique,0,0,0
unpopular,impopulaire,0,0,0
unpopularity,impopularité,0,0,0
unpredictable,incalulable,0,0,0
unpredictably,imprévisible,0,0,0
unprimitive,lettré,0,0,0
unpronounceable,inexprimable,0,0,0
unpropitious,défavorable,0,0,0
unprovoked,à plaisir,0,0,0
unpublishead,inédit,0,0,0
unpublished,inédit,0,0,0
unpunctual,inexact,0,0,0
unquestioning,inconditionnel,0,0,0
unquestioningly,inconditionnelle,0,0,0
unquietly,luth,0,0,0
unravel,"effilons, effilez, effilent, effiler",0,0,0
unraveling,effilant,0,0,0
unravelled,"effilèrent, effilée, effilai, effila, effilées",0,0,0
unravels,effile,0,0,0
unreachable,inaccessible,0,0,0
unreadable,indéchiffrable,0,0,0
unreal,irréel,0,0,0
unreasonable,déraisonnable,0,0,0
unreasonableness,déraison,0,0,0
unreckonable,incalulable,0,0,0
unrelentingly,intransigeante,0,0,0
unreliably,sujette à caution,0,0,0
unremittingly,incessante,0,0,0
unrest,"inquiétude, bougeotte",0,0,0
unrestrained,"incontinent, débridé",0,0,0
unrestricted,illimité,0,0,0
unrig,démanteler,0,0,0
unrighteousness,injustice,0,0,0
unrip,aviver,0,0,0
unripeness,verte,0,0,0
unrivaled,imbattable,0,0,0
unsafely,périlleuxse,0,0,0
unsatisfied,insatisfait,0,0,0
unschooled,inculte,0,0,0
unseat,"renversent, renversons, renversez",0,0,0
unseated,"renversèrent, renversâmes, renversé, renversa",0,0,0
unseating,renversant,0,0,0
unseats,renverse,0,0,0
unselfish,désintéressé,0,0,0
unselfishly,désintéressée,0,0,0
unsettles,inquiète,0,0,0
unshackle,libérer,0,0,0
unshackled,exempte,0,0,0
unshackles,exempt,0,0,0
unshakable,inébranlable,0,0,0
unshaken,inaltérable,0,0,0
unskillful,malhabile,0,0,0
unsnarl,démêler,0,0,0
unsociable,"sauvagerie, insociable",0,0,0
unsocial,antisocial,0,0,0
unsoldering,dessoudage,0,0,0
unsolvable,indissoluble,0,0,0
unsounded,postiche,0,0,0
unsoundly,sujette à caution,0,0,0
unstable,"instable, incertain",0,0,0
unstableness,précarité,0,0,0
unstamped,en port dû,0,0,0
unsteadiness,précarité,0,0,0
unsteady,incertain,0,0,0
unstitched,décousu,0,0,0
unstop,défaire,0,0,0
unsubtle,bourru,0,0,0
unsureness,précarité,0,0,0
unsurmountable,infranchissable,0,0,0
unsurpassed,"souverain, souveraine",0,0,0
unswerving,sans répit,0,0,0
unsympathetic,déplaisant,0,0,0
untenable,insoutenable,0,0,0
untenably,inconsistante,0,0,0
unthankfulness,ingratitude,0,0,0
unthinkable,impensable,0,0,0
unthought,inconsidéré,0,0,0
unthrifty,dépensierère,0,0,0
untidily,brouillon,0,0,0
untidy,"brouillon, hirsute",0,0,0
untie,"délier, délacer",0,0,0
until,jusqu'à,0,0,0
untirable,infatigable,0,0,0
untraceable,introuvable,0,0,0
untroubled,serein,0,0,0
untrue,incorrect,0,0,0
untrusty,sujette à caution,0,0,0
untwist,ouvrir,0,0,0
unusable,inutilisable,0,0,0
unused,inhabituel,0,0,0
unusual,"insolite, inhabituel",0,0,0
unusually,rare,0,0,0
unusualness,étrangeté,0,0,0
unvariable,continent,0,0,0
unvoiced,sourde,0,0,0
unwarily,imprudent,0,0,0
unwariness,imprudence,0,0,0
unwarped,candide,0,0,0
unwary,imprudent,0,0,0
unwaveringly,stoïcienne,0,0,0
unweary,infatigable,0,0,0
unwillingly,à regret,0,0,0
unwinds,décontracté,0,0,0
unwonted,inhabituel,0,0,0
unwontedly,insolite,0,0,0
unworried,décontracté,0,0,0
unworthy,indigne,0,0,0
unwrap,désenvelopper,0,0,0
up,au dessus,0,0,0
up above,au dessus,0,0,0
up there,là haut,0,0,0
upbraiding,donnée,0,0,0
upbringing,éducation,0,0,0
update,"refondre, actualisent, actualiser, actualisons",0,0,0
updated,"actualisée, actualisé, actualisés, actualisâmes",0,0,0
updates,actualise,0,0,0
updating,actualisant,0,0,0
upgrade,"extension, élargir",0,0,0
upgraded,promue,0,0,0
upgrading,extension,0,0,0
upheaval,"soulèvement, soulevement",0,0,0
upheavals,soulever,0,0,0
uphold,stopper,0,0,0
upholster,"tapissons, tapisser, tapissez, rembourrer",0,0,0
upholstered,"tapissées, tapissés, tapissai, tapissa, tapissâmes",0,0,0
upholstering,tapissant,0,0,0
upholsters,tapisse,0,0,0
upkeep,maintenance,0,0,0
upper,"supérieure, supérieur",0,0,0
upper beam headlights,feux de route,0,0,0
upper deck,pont supérieur,0,0,0
upper denture,palais artificiel,0,0,0
uppermost,suprême,0,0,0
uppity,culotté,0,0,0
upright,droite,0,0,0
uprightly,ligne verticale,0,0,0
uprightness,rectitude,0,0,0
uprise,débout,0,0,0
uprising,insurrection,0,0,0
upriver,amont,0,0,0
uproar,échauffourée,0,0,0
uproariously,luth,0,0,0
uproot,désacclimater,0,0,0
uprooting,arrachage,0,0,0
upset,"bouleversai, bouleversa, bouleversâmes, renverser",0,0,0
upsets,bouleverse,0,0,0
upsetting,bouleversant,0,0,0
upshots,se dénouer,0,0,0
upstairs,"dessus, sur",0,0,0
upstart,enrichie,0,0,0
Ural,Oural,0,0,0
uranium,uranium,0,0,0
uranium oxide,urane,0,0,0
urban,citadin,0,0,0
urbanization,urbanisation,0,0,0
urchin,"bambin, gamin",0,0,0
ureter,uretère,0,0,0
urge,"exhortent, encourager, exhortez, exhortons",0,0,0
urged,"exhorté, exhortèrent, exhortée, exhortâmes",0,0,0
urgency,"instance, instances, urgence",0,0,0
urgent,"assujettissant, impérieux, instant",0,0,0
urges,exhorte,0,0,0
urging,exhortant,0,0,0
urinal,urinoir,0,0,0
urinate,uriner,0,0,0
urine,"urine, lance",0,0,0
urn,urne,0,0,0
urology,urologie,0,0,0
Uruguay,Uruguay,0,0,0
us,nous,0,0,0
US citizen,américain,0,0,0
USA,Etats−Unis,0,0,0
usable,utilisable,0,0,0
use,"employer, usage, utiliser",0,0,0
use the familiar form,tutoyer,0,0,0
use up,"consumer, consommer",0,0,0
useful,"expédient, utile",0,0,0
useless,"vain, inutilisable, inutile",0,0,0
user,"usagère, utilisateur, usager",0,0,0
users,utilisateurs,0,0,0
usherette,placeurse,0,0,0
usual,ordinaire,0,0,0
usuries,usure,0,0,0
usury,usure,0,0,0
utensil,ustensile,0,0,0
uterus,utérus,0,0,0
utilize,"utilisent, exploiter, utilisons, utiliser",0,0,0
utilized,"utilisa, utilisèrent, utilisées, utilisée, utilisé",0,0,0
utilizes,utilise,0,0,0
utilizing,utilisant,0,0,0
utopia,utopie,0,0,0
utopian,utopiste,0,0,0
utraceable,introuvable,0,0,0
utter,émettre,0,0,0
vacant,vacant,0,0,0
vacation,"vacances, congé",0,0,0
vacationer,plaisancier,0,0,0
vaccinate,"vaccinez, vaccinons, vacciner, vaccinent",0,0,0
vaccinated,"vaccinée, vaccinés, vaccinèrent, vaccinées",0,0,0
vaccinates,vaccine,0,0,0
vaccinating,"vaccinant, vaccination",0,0,0
vaccination certificate,certificat de vaccination,0,0,0
vaccine,vaccin,0,0,0
vacillate,"vacillez, vacillent, vacillons",0,0,0
vacillated,"vacillées, vacillai, vacillés, vacillèrent",0,0,0
vacillates,vacille,0,0,0
vacuum,vacuum,0,0,0
vacuum cleaner,aspirateur,0,0,0
vagabond,chemineau,0,0,0
vagabondage,vagabondage,0,0,0
vagina,vagin,0,0,0
vailable,disponible,0,0,0
vain,"vain, vaniteux",0,0,0
valency,valence,0,0,0
valerian,valérian,0,0,0
valiant,courageux,0,0,0
valid,valable,0,0,0
validate,valider,0,0,0
validation,validation,0,0,0
valise,valise,0,0,0
valley,"vallée, val",0,0,0
valorize,revaloriser,0,0,0
valour,vaillance,0,0,0
valse,valse,0,0,0
valuable,"cher, précieux",0,0,0
value,"chiffrer, valeur",0,0,0
value added tax,taxe sur la valeur ajoutée,0,0,0
valve,"soupape, clapet",0,0,0
vanadium,vanadium,0,0,0
vandal,vandale,0,0,0
vanilla,vanille,0,0,0
vanity,vanité,0,0,0
vapor,vapeur,0,0,0
vaporize,"vaporiser, vaporisent, vaporisons, vaporisez",0,0,0
vaporized,"vaporisâmes, vaporisa, vaporisé, vaporisai",0,0,0
vaporizer,atomiseur,0,0,0
vaporizes,vaporise,0,0,0
vaporizing,vaporisant,0,0,0
vapour,"fumées, vapeur",0,0,0
variability,"variabilite, variabilité",0,0,0
variance,variance,0,0,0
variant,variante,0,0,0
variation,dissidence,0,0,0
varicosity,varice,0,0,0
varied,"varié, variées, variai, variâmes, divers, variés",0,0,0
various,"fifféremmgnt, divers",0,0,0
variousness,variété,0,0,0
varnish,vernis,0,0,0
vary,"variez, varient, varier, varions",0,0,0
varying,variant,0,0,0
vascular,vasculaire,0,0,0
vaseline,vaseline,0,0,0
vast,étendu,0,0,0
vat,cuve,0,0,0
Vatican,Vatican,0,0,0
vaudeville,vaudeville,0,0,0
vault,"voûte, dôme",0,0,0
vaulted,dôme,0,0,0
vaulted ceiling,voûte,0,0,0
vaulter,sauteur,0,0,0
vdrink,buvons,0,0,0
veal,veau,0,0,0
vector,vecteur,0,0,0
veerround,saute,0,0,0
vegetable,légume,0,0,0
vegetate,"végétent, végéter, végétez, végétons",0,0,0
vegetated,"végétés, végétâmes, végétée, végéta, végétai",0,0,0
vegetates,végétte,0,0,0
vegetating,végétant,0,0,0
vegetation,végétation,0,0,0
vegetatively,végétatif,0,0,0
vehicle,"véhicle, voiture, véhicule",0,0,0
veil,voiler,0,0,0
vein,"veine, fibre",0,0,0
vellum,vélin,0,0,0
velocity,vélocité,0,0,0
velvet,velours,0,0,0
vend,vendre,0,0,0
vending machine,automate,0,0,0
vendors,fournisseurs,0,0,0
vendue,licitation,0,0,0
veneer,placage,0,0,0
venerate,"vénérez, vénérons, vénérent",0,0,0
venerated,"vénérâmes, vénéra, vénérai, vénérée, vénéré",0,0,0
venerates,vénére,0,0,0
venerating,vénérant,0,0,0
vengeance,vengeance,0,0,0
vengeful,vindicatif,0,0,0
venice,venise,0,0,0
venison,venaison,0,0,0
ventilate,"ventilons, aérez, aérer, aérons, ventilez, aérent",0,0,0
ventilated,"aéra, aérai, ventilées, ventilé, ventila, aérâmes",0,0,0
ventilates,"aére, ventile",0,0,0
ventilating,"ventilation, ventilant, aérant",0,0,0
ventilation,aération,0,0,0
ventilator,aerateur,0,0,0
ventriloquist,ventriloque,0,0,0
venture,risquer,0,0,0
venturous,hasardeux,0,0,0
veracity,véracité,0,0,0
veranda,véranda,0,0,0
verb,verbe,0,0,0
verbal,de vive voix,0,0,0
verbatim,littéralement,0,0,0
verbosity,verbosité,0,0,0
verdancy,verte,0,0,0
verdict,"jugement, verdict",0,0,0
verification,"verification, recoupement",0,0,0
verified,"vérifièrent, vérifia, vérifiai, vérifiâmes",0,0,0
verifies,vérifie,0,0,0
verify,"visionner, vérifions, vérifiez, compulser",0,0,0
verifying,vérifiant,0,0,0
vermilion,cinabre,0,0,0
verminous,pouilleux,0,0,0
vernacular,vernaculaire,0,0,0
versatile,polyvalent,0,0,0
version,version,0,0,0
vertebra,vertèbres dorsales,0,0,0
vertebrate,vertèbre,0,0,0
vertical,vertical,0,0,0
very,"très, tout",0,0,0
very much,"tout, très",0,0,0
vessel,"navire, récipient, vasculaire",0,0,0
vest,gilet,0,0,0
vestry,sacristie,0,0,0
vet,vétérinaire,0,0,0
veteran,vétéran,0,0,0
veterinarian,vétérinaire,0,0,0
vex,"vexons, chagriner, vexent, vexer, vexez",0,0,0
vexed,"vexâmes, vexées, vexa, vexai, vexèrent, vexé",0,0,0
vexes,vexe,0,0,0
vexing,vexant,0,0,0
via,"via, au delà de",0,0,0
viaduct,viaduc,0,0,0
viand,provisions,0,0,0
vias,vias,0,0,0
vibrate,"vibrent, vibrez, vibrons, vibrer",0,0,0
vibrated,"vibrai, vibrées, vibré, vibra, vibrée, vibrèrent",0,0,0
vibrates,vibre,0,0,0
vibration,trépidation,0,0,0
vicar,curé,0,0,0
vice,"vice, vertu",0,0,0
vicious,"vicieux, perfide",0,0,0
viciously,pernicieuxse,0,0,0
victim,"sinistrée, sacrifice, victime",0,0,0
victor,"vainqueur, triomphateur",0,0,0
victorious,victorieux,0,0,0
victory,victoire,0,0,0
